SourceTextTitle,SourceTextCode,EventID,PageNumber,OrderWithinPage,begin_word,end_word
"Absalom, Absalom!",AA,16187,286,286.01,"""And he never slipped away,"" Shreve said.  ""He could have,","and Judith and Clytie heard the shot, and maybe Wash"
"Absalom, Absalom!",AA,16188,286,286.02,"and Judith and Clytie heard the shot, and maybe Wash",And your old man wouldn't know about that too:
"Absalom, Absalom!",AA,16189,286,286.03,And your old man wouldn't know about that too:,"At first, in bed in the dark, it seemed colder"
"Absalom, Absalom!",AA,16191,288,288.01,"At first, in bed in the dark, it seemed colder",That after almost fifty years she couldn't reconcile
"Absalom, Absalom!",AA,16192,289,289.01,That after almost fifty years she couldn't reconcile,"He could taste the dust.  Even now, with the chill"
"Absalom, Absalom!",AA,16193,290,290.01,"He could taste the dust.  Even now, with the chill",and (as during the long hot afternoon in the
"Absalom, Absalom!",AA,16194,290,290.02,and (as during the long hot afternoon in the,and all remaining to look at him with unchanged regard
"Absalom, Absalom!",AA,16195,291,291.01,and all remaining to look at him with unchanged regard,"Now Quentin began to breathe hard again, who had"
"Absalom, Absalom!",AA,16196,291,291.02,"Now Quentin began to breathe hard again, who had",She (Miss Coldfield) did not let him enter the gate.
"Absalom, Absalom!",AA,16197,291,291.03,She (Miss Coldfield) did not let him enter the gate.,"But they reached it at last.  It loomed, bulked,"
"Absalom, Absalom!",AA,16198,293,293.01,"But they reached it at last.  It loomed, bulked,","'so now I shall have to go in,' he thought,"
"Absalom, Absalom!",AA,16199,294,294.01,"'so now I shall have to go in,' he thought,",She (Clytie) lay on the bare floor of the scaling
"Absalom, Absalom!",AA,16202,295,295.01,She (Clytie) lay on the bare floor of the scaling,So when he came back down the stairs (and he remembered
"Absalom, Absalom!",AA,16203,296,296.01,So when he came back down the stairs (and he remembered,Nor did he overtake Miss Coldfield and the negro.
"Absalom, Absalom!",AA,16210,296,296.02,Nor did he overtake Miss Coldfield and the negro.,When he stopped the buggy at her gate she
"Absalom, Absalom!",AA,16211,297,297.01,When he stopped the buggy at her gate she,His own home was dark; he was still using the whip
"Absalom, Absalom!",AA,16212,297,297.02,His own home was dark; he was still using the whip,waking or sleeping he walked down that upper hall
"Absalom, Absalom!",AA,16213,298,298.01,waking or sleeping he walked down that upper hall,It was quite cold in the room now; the chimes
"Absalom, Absalom!",AA,16214,298,298.02,It was quite cold in the room now; the chimes,"""But at last she did reconcile herself to it,"
"Absalom, Absalom!",AA,16215,299,299.01,"""But at last she did reconcile herself to it,",the ambulance with Miss Coldfield between the driver
"Absalom, Absalom!",AA,16217,299,299.02,the ambulance with Miss Coldfield between the driver,And the deputy and the driver would spring out
"Absalom, Absalom!",AA,16218,300,300.01,And the deputy and the driver would spring out,"""And so it was the Aunt Rosa that came back"
"Absalom, Absalom!",AA,16219,301,301.01,"""And so it was the Aunt Rosa that came back","Quentin did not answer, staring at the window;"
"Absalom, Absalom!",AA,16220,301,301.02,"Quentin did not answer, staring at the window;",- or perhaps there is.  Surely it can harm no one to believe
"Absalom, Absalom!",AA,16222,301,301.03,- or perhaps there is.  Surely it can harm no one to believe,"""So it took Charles Bon and his mother to get rid"
"Absalom, Absalom!",AA,16223,302,302.01,"""So it took Charles Bon and his mother to get rid",Now I want you to tell me just one thing more.
"Absalom, Absalom!",AA,16224,303,303.01,Now I want you to tell me just one thing more.,I don't hate it! I don't hate it!
